,ttext,date,isretweet,retweetcount,favoritecount,score,product,city,country,duplicate
139,"RT @videowatchr:  iOS14 lets you tap the back of your  iPhone - yes, the back to perform commands  ",6/24/2020 16:07,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,FALSE
140," iOS14 lets you tap the back of your  iPhone - yes, the back to perform commands  ",6/24/2020 16:06,FALSE,3,1,0,Apple Iphone,Los Angeles,USA,FALSE
141,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 15:55,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
142,"dear @Apple, please make a light pink iPhone. i will happily spend all my money for this.",6/24/2020 15:45,FALSE,2,11,1,Apple Iphone,Los Angeles,USA,FALSE
143,"Apple hid a powerful new 'Back Tap' gesture in iOS 14 that will change how you use your iPhone,   ",6/24/2020 15:43,FALSE,0,2,1,Apple Iphone,Los Angeles,USA,FALSE
144,@AppleSupport @annettelymari They wont tell you this but do a full iPhone back up and then restore it to factory s  ,6/24/2020 15:35,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
145,"@Jason Love Apple. Cant ever imagine moving from an iPhone/MBP. 

But my main workstation will be a PC next. Build  ",6/24/2020 15:34,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
146,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 15:06,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
147,"FWIW, I would strongly discourage anyone installing Apple Apps built for iPhone/iPad onto their desktop computer (  ",6/24/2020 15:05,FALSE,0,4,-1,Apple Iphone,Los Angeles,USA,FALSE
148,"iOS 14 first take: Apple launches a new iPhone home screen, Siri, widgets, picture-in-picture video, Back Tap and m  ",6/24/2020 15:00,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
149,Here's a look at the new features coming soon to the iPhone with iOS 14  ,6/24/2020 14:50,FALSE,1,12,0,Apple Iphone,Los Angeles,USA,FALSE
150,"@HowardStern @sternshow @robertAbooey @jdharm @rqui @jonhein hey now, I found a free iPhone app that includes a cas  ",6/24/2020 14:47,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
151,"iPhone needs a option to UNSEND messages like Instagram tf ... Im waiting , we all are.  @Apple",6/24/2020 14:04,FALSE,0,2,1,Apple Iphone,Los Angeles,USA,FALSE
152,I knew that Steve Jobs' influence at Apple was completely gone when they moved the power button to the side of the  ,6/24/2020 14:01,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
153,Apple worst mistake was moving the sleep button from the top of the iPhone!   ,6/24/2020 13:02,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
154,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/24/2020 12:50,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,TRUE
155,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/24/2020 12:49,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
156,Apple shows off new features coming soon to the iPhone and Apple Watch  ,6/24/2020 12:35,FALSE,1,12,0,Apple Iphone,Los Angeles,USA,FALSE
157,"RT @GregglesTV: Let's take a look at these new @Apple iPhone iOS 14 features: App Library, Widgets, PIP. And I compare them to the Android",6/24/2020 12:20,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
158,"Let's take a look at these new @Apple iPhone iOS 14 features: App Library, Widgets, PIP. And I compare them to the  ",6/24/2020 12:20,FALSE,2,1,0,Apple Iphone,Los Angeles,USA,FALSE
159,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/24/2020 12:16,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,FALSE
160,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 11:42,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
161,IPhone sales in China drop in May after recent rebound  but Apple shows signs of resilience $AAPL @ ipone  ,6/24/2020 11:38,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
162,Download EmptyLegMarket's iPhone App to name your price to charter a private jet  ,6/24/2020 11:00,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
163,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/24/2020 10:21,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
164,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/24/2020 10:18,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
165,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 10:06,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
166,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 10:06,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
167,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 9:59,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
168,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/24/2020 8:30,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
169,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/24/2020 8:29,FALSE,1,3,0,Apple Iphone,Los Angeles,USA,TRUE
170,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 6:22,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
171,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 6:12,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
172,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 5:45,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
173,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/24/2020 5:44,FALSE,0,3,0,Apple Iphone,Los Angeles,USA,TRUE
174,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 5:11,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
175,"I have a durable charging station at home. I am currently charging three kindles, my apple watch and iphone without  ",6/24/2020 5:11,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
176,"@ShAdOwXPR @HairyLambo @reneritchie That's fair point. We can (at today's performance) maybe drop power by 20%. 
Mo  ",6/24/2020 4:17,FALSE,1,2,1,Apple Iphone,Los Angeles,USA,FALSE
177,"@cheapskateblog Great tips, including: Before you can sell your [Apple] watch, you need to make sure it's unpaired  ",6/24/2020 3:34,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
178,RT @iDropNews: Can Escobar Inc. Sell a 24K Gold iPhone 11 Pro for Less Than Apple?  ,6/24/2020 3:25,TRUE,9,0,1,Apple Iphone,Los Angeles,USA,TRUE
179,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 3:22,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
180,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/24/2020 3:03,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
181,RT @iDropNews: Can Escobar Inc. Sell a 24K Gold iPhone 11 Pro for Less Than Apple?  ,6/24/2020 2:56,TRUE,9,0,1,Apple Iphone,Los Angeles,USA,TRUE
182,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 2:53,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
183,"Why Apples Changes to iPhone, iPad, Watch and Mac Software Matter  ",6/24/2020 2:40,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
184,"RT @brettsandison: @axelroark iPhone sales in China drop after recent rebound, but Apple shows signs of resilience  ",6/24/2020 2:37,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
185,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/24/2020 2:29,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
186,@Jason Apple Airpods are going to end up flipping iPhone sales and their new processors should be major money maker  ,6/24/2020 2:26,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
187,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 2:25,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
188,"@axelroark iPhone sales in China drop after recent rebound, but Apple shows signs of resilience  ",6/24/2020 2:21,FALSE,1,4,0,Apple Iphone,Los Angeles,USA,FALSE
189,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/24/2020 2:01,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
190,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/24/2020 1:49,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
191,@Jason Nothing Apple had ever done has been an invention. The Mac wasnt the first personal computer. The iPod  was  ,6/24/2020 1:45,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
192,"RT @TurnUpTrendCity: Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp; Vo",6/24/2020 1:24,TRUE,4,0,1,Apple Iphone,Los Angeles,USA,TRUE
193,"Hey, @Apple and @ATT. Picked up Stoney's iPhone yesterday. After a total of 5 plus hours on the phone to ""support""  ",6/24/2020 1:02,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
194,"RT @TurnUpTrendCity: Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp; Vo",6/24/2020 0:49,TRUE,4,0,1,Apple Iphone,Los Angeles,USA,TRUE
195,iOS 14 unveiled: A first glimpse at Apple's upcoming iPhone software via @CNET.  TechTrends  ,6/24/2020 0:07,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
196,iOS 14 Features: Every New iPhone Feature Apple Showed Off  ,6/24/2020 0:07,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
197,"@Apple 
Umm, my phone just disappeared from my iPhone XA Max.
How do I get it back?  ",6/24/2020 0:06,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
198,RT @iDropNews: Can Escobar Inc. Sell a 24K Gold iPhone 11 Pro for Less Than Apple?  ,6/23/2020 23:22,TRUE,9,0,1,Apple Iphone,Los Angeles,USA,TRUE
199,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 23:22,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
200,Can Escobar Inc. Sell a 24K Gold iPhone 11 Pro for Less Than Apple?  ,6/23/2020 23:15,FALSE,9,21,1,Apple Iphone,Los Angeles,USA,FALSE
201,"RT @TurnUpTrendCity: Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp; Vo",6/23/2020 22:58,TRUE,4,0,1,Apple Iphone,Los Angeles,USA,TRUE
202,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 22:54,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
203,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/23/2020 22:51,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
204,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/23/2020 22:38,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
205,"One day I want to talk about yall iPhone keyboard settings because even with the Check Spelling option on, the DUMB  ",6/23/2020 22:29,FALSE,0,1,-1,Apple Iphone,Los Angeles,USA,FALSE
206,I wear my apple watch everyday just so I can locate my iPhone when I lose it. Which is at least 20+ times a day,6/23/2020 22:11,FALSE,35,132,-1,Apple Iphone,Los Angeles,USA,FALSE
207,@Apple is taking an big step toward macOS and iPadOS coming togetherit has announced that iPhone and iPad apps wil  ,6/23/2020 22:05,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
208," Just download a custom launcher from the app st- oh... ""Twitter for iPhone""..

Well, at least @Apple used inspir  ",6/23/2020 22:03,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
209,"Apple held a conference yesterday, and a lot was announced. Updates to every line of Apple product. Here's what you  ",6/23/2020 21:55,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
210,@torie13_ Idk if it makes a difference between Apple of Verizon if youre going to go on a payment plan but I did l  ,6/23/2020 21:54,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
211,ive had apple music since ive had an iphone but spotify might be stealing my heart,6/23/2020 21:37,FALSE,0,3,-1,Apple Iphone,Los Angeles,USA,FALSE
212,"@blasianique @KimSsamu0108 @madsistired @DODO_SY_ @damediditt ....as a person who has had the big 3 (Apple, blackbe  ",6/23/2020 21:13,FALSE,0,3,0,Apple Iphone,Los Angeles,USA,FALSE
213,"Aint gonna lie, but android been doing this, and apple barley caught up. But at least I can do android stuff now o  ",6/23/2020 20:53,FALSE,0,1,-1,Apple Iphone,Los Angeles,USA,FALSE
214,How to use iPhone home screen widgets in iOS 14 - 9to5Mac  ,6/23/2020 20:49,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
215,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 20:47,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,TRUE
216,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 20:35,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
217,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 20:30,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
218,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 20:27,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
219,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 20:27,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
220,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 20:27,FALSE,3,6,0,Apple Iphone,Los Angeles,USA,TRUE
221,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 20:24,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
222,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/23/2020 20:23,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,FALSE
223,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 20:13,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
224,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 20:08,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
225,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 20:02,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
226,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 19:48,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
227,This new  apple iOS 14 update about to fuck up my iPhone 6s,6/23/2020 19:31,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
228,Great! So @Apple is adding great features to  iOS14 and my iPhone didn't have enough memory. New phone?,6/23/2020 19:27,FALSE,0,0,3,Apple Iphone,Los Angeles,USA,FALSE
229,"@imnotreallyDP apple iphone calendar and notepad, I have one notepad on my phone always running w/ next to dos",6/23/2020 19:27,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
230,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 19:26,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
231,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 19:22,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
232,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 19:22,FALSE,4,5,0,Apple Iphone,Los Angeles,USA,TRUE
233,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 19:12,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
234,@TeslaTested Apple is having declining iPhone sales because they keep making their phones better so less people fee  ,6/23/2020 19:08,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
235,"Apple wants the iPhone to replace your car keys. On Monday, the tech company announced at its annual Worldwide Deve  ",6/23/2020 19:06,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
236,"Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp;  ",6/23/2020 19:01,FALSE,4,5,1,Apple Iphone,Los Angeles,USA,TRUE
237,New iOS 14 feature lets the iPhone alert you if it hears sounds like a doorbell or fire alarm  ,6/23/2020 18:59,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
238,@ChessKingT @Apple Im bummed that it is only when the iphone is unlocked though,6/23/2020 18:55,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
239,Visit  ,6/23/2020 18:51,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
240,@seducinx makes me like IOS finally lol I'm still android gang for life glad to see Apple adopt good features to the iPhone,6/23/2020 17:11,FALSE,0,1,3,Apple Iphone,Los Angeles,USA,FALSE
241,"The iPhone, iPad Pro, Apple Watch, MacBook Pro and soon the Apple TV will all be on the new beta software announced  ",6/23/2020 16:53,FALSE,0,9,0,Apple Iphone,Los Angeles,USA,FALSE
242,These ghetto ass android bitches swear Apple wants iPhone to be like a droid hell no bitch yall had widgets first  ,6/23/2020 16:48,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
